1200,806,548
1201,806,548
1202,806,549
1203,806,548
1204,806,549
1205,806,548
1206,806,548
1207,806,548
1208,806,548
1209,806,549
1210,806,550
1211,806,549
1212,806,548
1213,806,547
1214,805,548
1215,805,547
1216,805,546
1217,805,546
1218,805,545
1219,805,545
1220,805,545
1221,805,544
1222,805,545
1223,805,546
1224,805,545
1225,805,546
1226,805,546
1227,805,546
1228,805,545
1229,805,544
1230,804,543
1231,804,544
1232,804,544
1233,804,543
1234,804,544
1235,804,544
1236,804,545
1237,804,545
1238,804,544
1239,804,545
1240,804,544
1241,804,545
1242,804,545
1243,804,545
1244,804,546
1245,804,547
1246,803,547
1247,803,547
1248,803,548
1249,803,547
1250,803,546
1251,803,545
1252,803,545
1253,803,546
1254,803,547
1255,803,547
1256,803,546
1257,803,546
1258,803,547
1259,803,546
1260,803,546
1261,803,547
1262,803,548
1263,802,549
1264,802,548
1265,802,547
1266,802,547
1267,802,547
1268,802,548
1269,802,547
1270,802,546
1271,802,546
1272,802,545
1273,802,546
1274,802,546
1275,802,547
1276,802,547
1277,802,548
1278,802,548
1279,801,549
1280,801,549
1281,801,549
1282,801,548
1283,801,547
1284,801,547
1285,801,547
1286,801,548
1287,801,547
1288,801,546
1289,801,546
1290,801,547
1291,801,546
1292,801,547
1293,801,548
1294,801,549
1295,800,550
1296,800,550
1297,800,549
1298,800,549
1299,800,550
1300,800,551
1301,800,552
1302,800,553
1303,800,553
1304,800,553
1305,800,552
1306,800,551
1307,800,552
1308,800,551
1309,800,550
1310,800,550
1311,800,550
1312,799,549
1313,799,550
1314,799,549
1315,799,548
1316,799,548
1317,799,549
1318,799,550
1319,799,549
1320,799,549
1321,799,550
1322,799,550
1323,799,549
1324,799,549
1325,799,548
1326,799,547
1327,799,546
1328,798,546
1329,798,546
1330,798,545
1331,798,546
1332,798,547
1333,798,547
1334,798,547
1335,798,546
1336,798,547
1337,798,547
1338,798,548
1339,798,548
1340,798,549
1341,798,548
1342,798,549
1343,798,550
1344,798,549
1345,797,550
1346,797,551
1347,797,552
1348,797,553
1349,797,554
1350,797,553
1351,797,554
1352,797,555
1353,797,556
1354,797,556
1355,797,557
1356,797,558
1357,797,558
1358,797,558
1359,797,558
1360,797,557
1361,796,557
1362,796,558
1363,796,557
1364,796,558
1365,796,559
1366,796,560
1367,796,560
1368,796,559
1369,796,559
1370,796,560
1371,796,561
1372,796,560
1373,796,561
1374,796,560
1375,796,559
1376,796,558
1377,796,558
1378,795,559
1379,795,560
1380,795,559
1381,795,559
1382,795,560
1383,795,561
1384,795,561
1385,795,560
1386,795,560
1387,795,561
1388,795,560
1389,795,561
1390,795,560
1391,795,559
1392,795,558
1393,795,559
1394,794,559
1395,794,560
1396,794,561
1397,794,562
1398,794,563
1399,794,563
1400,794,563
1401,794,563
1402,794,563
1403,794,564
1404,794,564
1405,794,563
1406,794,564
1407,794,563
1408,794,562
1409,794,563
1410,794,562
1411,793,563
1412,793,564
1413,793,565
1414,793,566
1415,793,567
1416,793,567
1417,793,568
1418,793,567
1419,793,566
1420,793,567
1421,793,567
1422,793,568
1423,793,569
1424,793,569
1425,793,570
1426,793,570
